timestamp,position_x,position_y,reference_x,reference_y,velocity,acceleration,jerk,contour_error,kcm_intervention
0.043000000000000003,0.21927997703838642,-9.130135577165585e-05,0.21927997703838642,0.0,13.680000000000005,560.0,20000.0,9.130135577165585e-05,1.7511549200633056
0.044,0.23353997314454386,-0.0001018394948124701,0.23353997314454386,0.0,14.260000000000005,580.0,20000.0,0.0001018394948124701,1.7397844970550893
0.045,0.24839996868190034,-0.00011335599365962007,0.24839996868190034,0.0,14.860000000000005,600.0,20000.0,0.00011335599365962007,1.728054919103781
0.046,0.2638799636036866,-0.000125894792288502,0.2638799636036866,0.0,15.480000000000004,620.0,20000.0,0.000125894792288502,1.6457046996327374
0.047,0.2799999578622588,-0.00013950007067324444,0.2799999578622588,0.0,16.120000000000005,640.0,20000.0,0.00013950007067324444,1.1566237836310893
0.048,0.29673995139525405,-0.00015421452877840952,0.29673995139525405,0.0,16.740000000000006,620.0,-20000.0,0.0001542145287784095,1.027502805022224
0.049,0.3140799441365138,-0.00017008062656449367,0.3140799441365138,0.0,17.340000000000007,600.0,-20000.0,0.00017008062656449367,0.08894761977111104
0.05,0.3320399359979045,-0.00018717854398183874,0.3320399359979045,0.0,17.960000000000008,620.0,20000.0,0.00018717854398183874,1.3917885206848468
0.051000000000000004,0.35059992690257724,-0.0002055529409803774,0.35059992690257724,0.0,18.56000000000001,600.0,-20000.0,0.0002055529409803774,1.0280366063390236
0.052000000000000005,0.3697399168088216,-0.0002252097175249504,0.36973991680882157,0.0,19.140000000000008,580.0,-20000.0,0.0002252097175249504,0.5598864421414669
0.053,0.38947990565602864,-0.00024619333357314027,0.38947990565602864,0.0,19.74000000000001,600.0,20000.0,0.00024619333357314027,1.9717817045066846
0.054,0.4098398933382299,-0.00026858932905661595,0.4098398933382299,0.0,20.36000000000001,620.0,20000.0,0.00026858932905661595,1.5797325538937756
0.055,0.4308398797402694,-0.0002924873238984578,0.4308398797402694,0.0,21.00000000000001,640.0,20000.0,0.0002924873238984578,1.6088816747614227
0.056,0.45245986476486466,-0.00031793405802311157,0.45245986476486466,0.0,21.62000000000001,620.0,-20000.0,0.0003179340580231116,0.34561568127054254
0.057,0.47471984828034614,-0.00034502447133589206,0.47471984828034614,0.0,22.260000000000012,640.0,20000.0,0.00034502447133589206,1.583708434257163
0.058,0.4975998301758164,-0.00037380750374405844,0.4975998301758164,0.0,22.880000000000013,620.0,-20000.0,0.0003738075037440585,0.12661823831723282
0.059000000000000004,0.5211198103014192,-0.00040438349513182104,0.5211198103014192,0.0,23.520000000000014,640.0,20000.0,0.00040438349513182104,1.5578985739805358
